Variable,Label,Question,Question Text,Type,Response Type,Codes,Value Labels,Page,Section,Derived,Hidden,Row,Column,Option,Notes
L1_ATTR_8_value,Q78 — Value for money (brand 8),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,value,,,"iteration 8 of loop ""brand"""
L1_ATTR_8_innovation,Q78 — Innovation (brand 8),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,innovation,,,"iteration 8 of loop ""brand"""
L1_ATTR_8_trust,Q78 — Trustworthiness (brand 8),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,trust,,,"iteration 8 of loop ""brand"""
L1_ATTR_9_quality,Q78 — Product quality (brand 9),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,quality,,,"iteration 9 of loop ""brand"""
L1_ATTR_9_value,Q78 — Value for money (brand 9),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,value,,,"iteration 9 of loop ""brand"""
L1_ATTR_9_innovation,Q78 — Innovation (brand 9),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,innovation,,,"iteration 9 of loop ""brand"""
L1_ATTR_9_trust,Q78 — Trustworthiness (brand 9),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,trust,,,"iteration 9 of loop ""brand"""
L1_ATTR_10_quality,Q78 — Product quality (brand 10),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,quality,,,"iteration 10 of loop ""brand"""
L1_ATTR_10_value,Q78 — Value for money (brand 10),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,value,,,"iteration 10 of loop ""brand"""
L1_ATTR_10_innovation,Q78 — Innovation (brand 10),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,innovation,,,"iteration 10 of loop ""brand"""
L1_ATTR_10_trust,Q78 — Trustworthiness (brand 10),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,trust,,,"iteration 10 of loop ""brand"""
L1_ATTR_11_quality,Q78 — Product quality (brand 11),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,quality,,,"iteration 11 of loop ""brand"""
L1_ATTR_11_value,Q78 — Value for money (brand 11),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,value,,,"iteration 11 of loop ""brand"""
L1_ATTR_11_innovation,Q78 — Innovation (brand 11),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,innovation,,,"iteration 11 of loop ""brand"""
L1_ATTR_11_trust,Q78 — Trustworthiness (brand 11),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,trust,,,"iteration 11 of loop ""brand"""
L1_ATTR_12_quality,Q78 — Product quality (brand 12),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,quality,,,"iteration 12 of loop ""brand"""
L1_ATTR_12_value,Q78 — Value for money (brand 12),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,value,,,"iteration 12 of loop ""brand"""
L1_ATTR_12_innovation,Q78 — Innovation (brand 12),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,innovation,,,"iteration 12 of loop ""brand"""
L1_ATTR_12_trust,Q78 — Trustworthiness (brand 12),Q78,"As a … company headquartered in …, how does … perform on…",numeric,matrix_single,"1,2,3,4,5",1=Poor; 2=Fair; 3=Good; 4=Very good; 5=Excellent,p_l1_b,,,,trust,,,"iteration 12 of loop ""brand"""
L1_PHONE_OS_SAT_1,How satisfied are you with the software updates on your … smartphone? (brand 1),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 1 of loop ""brand"""
L1_PHONE_OS_SAT_2,How satisfied are you with the software updates on your … smartphone? (brand 2),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 2 of loop ""brand"""
L1_PHONE_OS_SAT_3,How satisfied are you with the software updates on your … smartphone? (brand 3),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 3 of loop ""brand"""
L1_PHONE_OS_SAT_4,How satisfied are you with the software updates on your … smartphone? (brand 4),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 4 of loop ""brand"""
L1_PHONE_OS_SAT_5,How satisfied are you with the software updates on your … smartphone? (brand 5),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 5 of loop ""brand"""
L1_PHONE_OS_SAT_6,How satisfied are you with the software updates on your … smartphone? (brand 6),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 6 of loop ""brand"""
L1_PHONE_OS_SAT_7,How satisfied are you with the software updates on your … smartphone? (brand 7),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 7 of loop ""brand"""
L1_PHONE_OS_SAT_8,How satisfied are you with the software updates on your … smartphone? (brand 8),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 8 of loop ""brand"""
L1_PHONE_OS_SAT_9,How satisfied are you with the software updates on your … smartphone? (brand 9),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 9 of loop ""brand"""
L1_PHONE_OS_SAT_10,How satisfied are you with the software updates on your … smartphone? (brand 10),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 10 of loop ""brand"""
L1_PHONE_OS_SAT_11,How satisfied are you with the software updates on your … smartphone? (brand 11),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 11 of loop ""brand"""
L1_PHONE_OS_SAT_12,How satisfied are you with the software updates on your … smartphone? (brand 12),Q79,How satisfied are you with the software updates on your … smartphone?,numeric,single_select,"1,2,3,4,5",1=Very dissatisfied; 2=Dissatisfied; 3=Neutral; 4=Satisfied; 5=Very satisfied,p_l1_c,,,,,,,"iteration 12 of loop ""brand"""
L1_SPEND_RATE_1,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 1)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 1 of loop ""brand"""
L1_SPEND_RATE_2,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 2)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 2 of loop ""brand"""
L1_SPEND_RATE_3,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 3)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 3 of loop ""brand"""
L1_SPEND_RATE_4,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 4)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 4 of loop ""brand"""
L1_SPEND_RATE_5,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 5)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 5 of loop ""brand"""
L1_SPEND_RATE_6,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 6)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 6 of loop ""brand"""
L1_SPEND_RATE_7,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 7)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 7 of loop ""brand"""
L1_SPEND_RATE_8,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 8)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 8 of loop ""brand"""
L1_SPEND_RATE_9,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 9)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 9 of loop ""brand"""
L1_SPEND_RATE_10,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 10)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 10 of loop ""brand"""
L1_SPEND_RATE_11,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 11)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 11 of loop ""brand"""
L1_SPEND_RATE_12,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …? (brand 12)",Q80,"Earlier you said you spend about … per month on technology. Given that, how good value is … (product …) — and how does it compare with your favourite, …?",numeric,slider,,,p_l1_c,,,,,,,"iteration 12 of loop ""brand"""
L1_RECOMMEND_1,Would you recommend … to a friend? (brand 1),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 1 of loop ""brand"""
L1_RECOMMEND_2,Would you recommend … to a friend? (brand 2),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 2 of loop ""brand"""
L1_RECOMMEND_3,Would you recommend … to a friend? (brand 3),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 3 of loop ""brand"""
L1_RECOMMEND_4,Would you recommend … to a friend? (brand 4),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 4 of loop ""brand"""
L1_RECOMMEND_5,Would you recommend … to a friend? (brand 5),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 5 of loop ""brand"""
L1_RECOMMEND_6,Would you recommend … to a friend? (brand 6),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 6 of loop ""brand"""
L1_RECOMMEND_7,Would you recommend … to a friend? (brand 7),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 7 of loop ""brand"""
L1_RECOMMEND_8,Would you recommend … to a friend? (brand 8),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 8 of loop ""brand"""
L1_RECOMMEND_9,Would you recommend … to a friend? (brand 9),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 9 of loop ""brand"""
L1_RECOMMEND_10,Would you recommend … to a friend? (brand 10),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 10 of loop ""brand"""
L1_RECOMMEND_11,Would you recommend … to a friend? (brand 11),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 11 of loop ""brand"""
L1_RECOMMEND_12,Would you recommend … to a friend? (brand 12),Q81,Would you recommend … to a friend?,numeric,single_select,"1,2",1=Yes; 2=No,p_l1_c,,,,,,,"iteration 12 of loop ""brand"""
L1_CATEGORY_1,Category classification for … (auto-populated from the loop's reference data — read only) (brand 1),Q82,Category classification for … (auto-populated from the loop's reference data — read only),numeric,single_select,"phone,computing,other",phone=Smartphone maker; computing=Computing; other=Other technology,p_l1_c,,,,,,,"iteration 1 of loop ""brand"""
L1_CATEGORY_2,Category classification for … (auto-populated from the loop's reference data — read only) (brand 2),Q82,Category classification for … (auto-populated from the loop's reference data — read only),numeric,single_select,"phone,computing,other",phone=Smartphone maker; computing=Computing; other=Other technology,p_l1_c,,,,,,,"iteration 2 of loop ""brand"""
L1_CATEGORY_3,Category classification for … (auto-populated from the loop's reference data — read only) (brand 3),Q82,Category classification for … (auto-populated from the loop's reference data — read only),numeric,single_select,"phone,computing,other",phone=Smartphone maker; computing=Computing; other=Other technology,p_l1_c,,,,,,,"iteration 3 of loop ""brand"""
L1_CATEGORY_4,Category classification for … (auto-populated from the loop's reference data — read only) (brand 4),Q82,Category classification for … (auto-populated from the loop's reference data — read only),numeric,single_select,"phone,computing,other",phone=Smartphone maker; computing=Computing; other=Other technology,p_l1_c,,,,,,,"iteration 4 of loop ""brand"""
L1_CATEGORY_5,Category classification for … (auto-populated from the loop's reference data — read only) (brand 5),Q82,Category classification for … (auto-populated from the loop's reference data — read only),numeric,single_select,"phone,computing,other",phone=Smartphone maker; computing=Computing; other=Other technology,p_l1_c,,,,,,,"iteration 5 of loop ""brand"""
